0	45173
1	42327
2	42360
3	35415
4	32316
5	27612
6	25151
7	22225
8	20174
9	17850
10	16765
11	15251
12	14433
13	12956
14	12209
15	11219
16	10858
17	10000
18	9590
19	8977
20	8677
21	8264
22	7765
23	7322
24	7104
25	6826
26	6570
27	6124
28	5820
29	5727
30	5528
31	5144
32	5031
33	4903
34	4670
35	4429
36	4333
37	4179
38	4066
39	3863
40	3833
41	3681
42	3462
43	3358
44	3286
45	3253
46	3099
47	3102
48	3044
49	2868
50	2857
51	2785
52	2698
53	2691
54	2560
55	2489
56	2458
57	2402
58	2316
59	2244
60	2296
61	2224
62	2135
63	2073
64	2073
65	1997
66	1881
67	1849
68	1888
69	1819
70	1768
71	1752
72	1639
73	1564
74	1601
75	1580
76	1525
77	1552
78	1537
79	1418
80	1432
81	1393
82	1356
83	1362
84	1316
85	1327
86	1196
87	1268
88	1259
89	1149
90	1142
91	1156
92	1193
93	1123
94	1060
95	1058
96	1047
97	1054
98	1052
99	1049
100	996
101	889
102	942
103	919
104	972
105	953
106	973
107	894
108	918
109	867
110	895
111	823
112	885
113	869
114	825
115	786
116	842
117	801
118	815
119	766
120	764
121	731
122	779
123	723
124	748
125	765
126	702
127	687
128	674
129	710
130	712
131	657
132	627
133	657
134	699
135	670
136	618
137	641
138	628
139	592
140	645
141	614
142	599
143	611
144	609
145	648
146	604
147	595
148	559
149	564
150	602
151	584
152	584
153	567
154	540
155	519
156	534
157	580
158	550
159	543
160	531
161	505
162	525
163	441
164	497
165	519
166	503
167	476
168	473
169	498
170	463
171	475
172	457
173	472
174	445
175	475
176	470
177	433
178	443
179	430
180	417
181	377
182	438
183	408
184	402
185	411
186	398
187	358
188	378
189	385
190	342
191	349
192	341
193	368
194	369
195	321
196	367
197	357
198	357
199	359
200	329
201	348
202	292
203	302
204	315
205	293
206	292
207	340
208	333
209	331
210	302
211	308
212	317
213	278
214	286
215	314
216	291
217	287
218	299
219	306
220	288
221	307
222	295
223	285
224	283
225	266
226	283
227	265
228	254
229	263
230	232
231	253
232	254
233	278
234	255
235	247
236	228
237	243
238	235
239	251
240	259
241	240
242	227
243	245
244	252
245	228
246	257
247	248
248	229
249	219
250	225
251	234
252	195
253	218
254	184
255	215
256	228
257	193
258	210
259	209
260	207
261	201
262	206
263	175
264	230
265	203
266	207
267	198
268	197
269	188
270	185
271	194
272	211
273	175
274	222
275	199
276	195
277	163
278	202
279	193
280	186
281	198
282	184
283	167
284	169
285	180
286	170
287	198
288	168
289	177
290	173
291	208
292	196
293	181
294	154
295	161
296	157
297	191
298	167
299	166
300	164
301	154
302	147
303	134
304	156
305	148
306	166
307	153
308	158
309	159
310	168
311	192
312	162
313	144
314	144
315	174
316	133
317	179
318	160
319	144
320	137
321	159
322	146
323	159
324	157
325	151
326	136
327	152
328	138
329	147
330	144
331	172
332	134
333	141
334	132
335	120
336	131
337	129
338	137
339	133
340	124
341	134
342	160
343	131
344	128
345	119
346	163
347	146
348	149
349	147
350	140
351	123
352	144
353	135
354	139
355	134
356	131
357	110
358	130
359	122
360	111
361	132
362	110
363	155
364	111
365	124
366	125
367	111
368	133
369	127
370	116
371	115
372	137
373	118
374	124
375	128
376	123
377	128
378	112
379	127
380	111
381	112
382	120
383	136
384	128
385	122
386	119
387	132
388	103
389	113
390	111
391	104
392	120
393	95
394	105
395	133
396	112
397	112
398	115
399	92
400	118
401	121
402	105
403	99
404	98
405	118
406	101
407	95
408	94
409	90
410	115
411	110
412	82
413	96
414	116
415	90
416	102
417	102
418	97
419	94
420	84
421	120
422	89
423	85
424	91
425	87
426	95
427	80
428	78
429	84
430	87
431	89
432	91
433	84
434	89
435	81
436	105
437	84
438	72
439	92
440	86
441	88
442	79
443	74
444	64
445	85
446	93
447	75
448	93
449	72
450	81
451	87
452	82
453	75
454	84
455	97
456	67
457	91
458	96
459	68
460	64
461	77
462	83
463	82
464	77
465	83
466	79
467	86
468	74
469	88
470	84
471	82
472	87
473	73
474	75
475	72
476	92
477	65
478	74
479	91
480	78
481	89
482	66
483	71
484	68
485	68
486	67
487	87
488	80
489	69
490	79
491	71
492	72
493	80
494	79
495	84
496	77
497	69
498	69
499	77
500	71
501	72
502	78
503	62
504	65
505	73
506	59
507	62
508	65
509	70
510	63
511	69
512	76
513	79
514	60
515	68
516	62
517	67
518	64
519	68
520	69
521	70
522	73
523	64
524	73
525	72
526	64
527	65
528	72
529	69
530	76
531	75
532	58
533	63
534	65
535	73
536	81
537	71
538	53
539	62
540	64
541	72
542	60
543	57
544	61
545	77
546	57
547	58
548	67
549	63
550	58
551	59
552	61
553	56
554	65
555	51
556	57
557	68
558	48
559	54
560	48
561	52
562	42
563	53
564	52
565	64
566	50
567	49
568	61
569	50
570	50
571	56
572	57
573	49
574	50
575	50
576	55
577	44
578	56
579	47
580	47
581	40
582	50
583	60
584	41
585	56
586	51
587	50
588	58
589	51
590	49
591	56
592	62
593	51
594	63
595	50
596	49
597	50
598	41
599	47
600	46
601	48
602	48
603	54
604	41
605	52
606	63
607	54
608	50
609	55
610	40
611	45
612	44
613	49
614	52
615	61
616	60
617	34
618	41
619	49
620	50
621	43
622	48
623	50
624	54
625	41
626	50
627	50
628	34
629	48
630	53
631	46
632	42
633	53
634	54
635	37
636	54
637	44
638	49
639	47
640	51
641	45
642	42
643	44
644	51
645	49
646	47
647	46
648	43
649	36
650	45
651	53
652	45
653	46
654	51
655	43
656	41
657	38
658	44
659	56
660	43
661	52
662	45
663	41
664	49
665	41
666	35
667	41
668	38
669	40
670	42
671	46
672	45
673	40
674	45
675	44
676	37
677	38
678	39
679	51
680	34
681	46
682	34
683	38
684	50
685	40
686	53
687	29
688	48
689	44
690	41
691	32
692	38
693	38
694	39
695	37
696	47
697	27
698	66
699	36
700	34
701	37
702	48
703	32
704	44
705	35
706	41
707	36
708	43
709	28
710	44
711	44
712	38
713	47
714	31
715	43
716	32
717	40
718	46
719	45
720	36
721	30
722	35
723	40
724	35
725	39
726	33
